#,OFFENSE,BOND,WARRANT #,FILED BY,JAIL ID,ARREST DT,RELEASE DT,RACE_SEX,days_served,ARREST YEAR,RACE,SEX
6,ALCOHOL-OPEN CONTAINER-VEH,0,88381,PAPD,132928,2011-05-05,2011-05-05,BF,0.0,2011,B,F
1,DRIVING-WHILE LIC INVALID,0,512602,PAPD,166014,2011-05-05,2011-05-06,BM,1.0,2011,B,M
2,TRAF OFF-MOVING-NO SEATBELT,0,512602,PAPD,166014,2011-05-05,2011-05-06,BM,1.0,2011,B,M
1,TRAF OFF-NO CHILD RESTRAINT,0,153597,PAPD,240119,2011-05-05,2011-05-06,BF,1.0,2011,B,F
1,SPEEDING,0,646907,PAPD,250457,2011-05-05,2011-05-05,BF,0.0,2011,B,F
1,FAILURE TO APPEAR,0,9135055,PAPD,253740,2011-05-05,2011-05-09,WM,4.0,2011,W,M
2,DRIVING-NO DRIVERS LICENSE,0,135055,PAPD,253740,2011-05-05,2011-05-09,WM,4.0,2011,W,M
3,SPEEDING,0,135055,PAPD,253740,2011-05-05,2011-05-09,WM,4.0,2011,W,M
1,FAILURE TO APPEAR,0,509329,PAPD,261487,2011-05-05,2011-05-05,BF,0.0,2011,B,F
1,DRIVING-NO MVI STICKER,0,9140146,PAPD,282624,2011-05-05,2011-05-05,WM,0.0,2011,W,M
2,NO LIABILITY INSURANCE,0,149519,PAPD,282624,2011-05-05,2011-05-05,WM,0.0,2011,W,M
3,DRIVING-EXPIRED LIC. PLATE,0,145915,PAPD,282624,2011-05-05,2011-05-05,WM,0.0,2011,W,M
4,FAILURE TO APPEAR,0,145915,PAPD,282624,2011-05-05,2011-05-05,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,650106,PAPD,288274,2011-05-05,2011-05-05,BM,0.0,2011,B,M
1,SPEEDING,0,643983,PAPD,302344,2011-05-05,2011-05-05,BM,0.0,2011,B,M
2,TRAFFIC IN CHILDREN U/15 YR,0,643984,PAPD,302344,2011-05-05,2011-05-05,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,637036,PAPD,302349,2011-05-05,2011-05-05,WF,0.0,2011,W,F
1,FAILURE TO APPEAR,200,503706,PAPD,156174,2011-05-06,2011-05-06,BF,0.0,2011,B,F
1,FAILURE TO APPEAR,200,688010,PAPD,157399,2011-05-06,2011-05-10,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,688010,PAPD,157399,2011-05-06,2011-05-10,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,200,9119094,PAPD,205423,2011-05-06,2011-05-10,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,9119094,PAPD,205423,2011-05-06,2011-05-10,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,0,8121985,PAPD,212032,2011-05-06,2011-05-06,WM,0.0,2011,W,M
2,FAILURE TO APPEAR,0,9121985,PAPD,212032,2011-05-06,2011-05-06,WM,0.0,2011,W,M
3,SPEED-FAILURE TO CONTROL,0,121985,PAPD,212032,2011-05-06,2011-05-06,WM,0.0,2011,W,M
4,DRIVING-EXPIRED LIC. PLATE,0,121985,PAPD,212032,2011-05-06,2011-05-06,WM,0.0,2011,W,M
5,FAILURE TO APPEAR,0,7121985,PAPD,212032,2011-05-06,2011-05-06,WM,0.0,2011,W,M
6,FAILURE TO APPEAR,0,7121985,PAPD,212032,2011-05-06,2011-05-06,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,555718,PAPD,213932,2011-05-06,2011-05-06,BM,0.0,2011,B,M
2,FAILURE TO APPEAR,200,555718,PAPD,213932,2011-05-06,2011-05-06,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,567585,PAPD,274834,2011-05-06,2011-05-06,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,0,573115,PAPD,302365,2011-05-06,2011-05-06,BM,0.0,2011,B,M
1,PUBLIC INTOXICATION,0,507398,PAPD,302371,2011-05-06,2011-05-07,WM,1.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,43159,2011-05-07,2011-05-10,BF,3.0,2011,B,F
1,FAILURE TO MNTN FINAN RESP,0,110441,PAPD,150879,2011-05-07,2011-05-08,BM,1.0,2011,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,190144,2011-05-07,2011-05-11,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,200,516195,PAPD,222222,2011-05-07,2011-05-11,WM,4.0,2011,W,M
1,TRAF OFF-MOVING-NO SEATBELT,0,508581,PAPD,241946,2011-05-07,2011-05-07,BM,0.0,2011,B,M
2,FAILURE TO MNTN SINGLE LANE,0,508581,PAPD,241946,2011-05-07,2011-05-07,BM,0.0,2011,B,M
1,PUBLIC INTOXICATION,0,1310611,PAPD,244145,2011-05-07,2011-05-11,WM,4.0,2011,W,M
2,FAILURE TO APPEAR,0,1310611,PAPD,244145,2011-05-07,2011-05-11,WM,4.0,2011,W,M
3,FAILURE TO APPEAR,200,636246,PAPD,244145,2011-05-07,2011-05-11,WM,4.0,2011,W,M
1,DRIVING-NO DRIVERS LICENSE,200,0,PAPD,274616,2011-05-07,2011-05-07,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,504265,PAPD,292507,2011-05-07,2011-05-07,WM,0.0,2011,W,M
1,DEFECTIVE EQUIPMENT,200,38885,PAPD,1602,2011-05-08,2011-05-12,WM,4.0,2011,W,M
1,FAILURE TO APPEAR,200,0,PAPD,29857,2011-05-08,2011-05-10,BM,2.0,2011,B,M
2,FAILURE TO APPEAR,200,0,PAPD,29857,2011-05-08,2011-05-10,BM,2.0,2011,B,M
3,FAILURE TO APPEAR,200,0,PAPD,29857,2011-05-08,2011-05-10,BM,2.0,2011,B,M
4,FAILURE TO APPEAR,200,0,PAPD,29857,2011-05-08,2011-05-10,BM,2.0,2011,B,M
5,FAILURE TO APPEAR,200,0,PAPD,29857,2011-05-08,2011-05-10,BM,2.0,2011,B,M
1,FAILURE TO APPEAR,200,565074,PAPD,301059,2011-05-08,2011-05-12,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,565062,PAPD,301059,2011-05-08,2011-05-12,BM,4.0,2011,B,M
3,FAILURE TO APPEAR,200,565062,PAPD,301059,2011-05-08,2011-05-12,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,200,636211,PAPD,32248,2011-05-09,2011-05-13,WF,4.0,2011,W,F
1,FAILURE TO APPEAR,200,9103639,PAPD,112512,2011-05-09,2011-05-09,BM,0.0,2011,B,M
2,FAILURE TO APPEAR,200,9103639,PAPD,112512,2011-05-09,2011-05-09,BM,0.0,2011,B,M
3,FAILURE TO APPEAR,200,9103639,PAPD,112512,2011-05-09,2011-05-09,BM,0.0,2011,B,M
4,FAILURE TO APPEAR,200,9103639,PAPD,112512,2011-05-09,2011-05-09,BM,0.0,2011,B,M
5,FAILURE TO APPEAR,200,9103640,PAPD,112512,2011-05-09,2011-05-09,BM,0.0,2011,B,M
6,FAILURE TO APPEAR,200,9103640,PAPD,112512,2011-05-09,2011-05-09,BM,0.0,2011,B,M
7,FAILURE TO APPEAR,200,9103640,PAPD,112512,2011-05-09,2011-05-09,BM,0.0,2011,B,M
8,FAILURE TO APPEAR,200,9103640,PAPD,112512,2011-05-09,2011-05-09,BM,0.0,2011,B,M
9,FAILURE TO APPEAR,200,0,PAPD,112512,2011-05-09,2011-05-09,BM,0.0,2011,B,M
10,FAILURE TO APPEAR,200,551121,PAPD,112512,2011-05-09,2011-05-09,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,638591,PAPD,206767,2011-05-09,2011-05-13,BF,4.0,2011,B,F
2,FAILURE TO APPEAR,200,638591,PAPD,206767,2011-05-09,2011-05-13,BF,4.0,2011,B,F
3,FAILURE TO APPEAR,200,638591,PAPD,206767,2011-05-09,2011-05-13,BF,4.0,2011,B,F
4,FAILURE TO APPEAR,200,638591,PAPD,206767,2011-05-09,2011-05-13,BF,4.0,2011,B,F
5,FAILURE TO APPEAR,200,638591,PAPD,206767,2011-05-09,2011-05-13,BF,4.0,2011,B,F
6,FAILURE TO APPEAR,200,638591,PAPD,206767,2011-05-09,2011-05-13,BF,4.0,2011,B,F
1,DRIVING-WHILE LIC INVALID,0,565394,PAPD,254185,2011-05-09,2011-05-10,BM,1.0,2011,B,M
2,TRAFFIC OFFENSE,0,565394,PAPD,254185,2011-05-09,2011-05-10,BM,1.0,2011,B,M
3,SPEEDING,0,650134,PAPD,254185,2011-05-09,2011-05-10,BM,1.0,2011,B,M
4,DRIVING-WHILE LIC INVALID,0,650134,PAPD,254185,2011-05-09,2011-05-10,BM,1.0,2011,B,M
1,FAILURE TO APPEAR,200,415610,PAPD,269922,2011-05-09,2011-05-13,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,415610,PAPD,269922,2011-05-09,2011-05-13,BM,4.0,2011,B,M
3,FAILURE TO APPEAR,200,415610,PAPD,269922,2011-05-09,2011-05-13,BM,4.0,2011,B,M
4,FAILURE TO APPEAR,200,415610,PAPD,269922,2011-05-09,2011-05-13,BM,4.0,2011,B,M
5,FAILURE TO APPEAR,200,415610,PAPD,269922,2011-05-09,2011-05-13,BM,4.0,2011,B,M
1,FAILURE TO YIELD R.O.W.,0,159859,PAPD,271370,2011-05-09,2011-05-11,BM,2.0,2011,B,M
2,DRIVING-EXPIRED LIC. PLATE,0,501320,PAPD,271370,2011-05-09,2011-05-11,BM,2.0,2011,B,M
3,FAILURE TO APPEAR,200,645603,PAPD,271370,2011-05-09,2011-05-11,BM,2.0,2011,B,M
1,DISORDERLY CONDUCT,200,0,PAPD,27396,2011-05-10,2011-05-10,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,648814,PAPD,90384,2011-05-10,2011-05-10,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,588251,PAPD,91706,2011-05-10,2011-05-14,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,200,8073346,PAPD,223654,2011-05-10,2011-05-14,WM,4.0,2011,W,M
2,FAILURE TO APPEAR,200,8073346,PAPD,223654,2011-05-10,2011-05-14,WM,4.0,2011,W,M
3,FAILURE TO APPEAR,200,8120510,PAPD,223654,2011-05-10,2011-05-14,WM,4.0,2011,W,M
4,FAILURE TO APPEAR,200,3073346,PAPD,223654,2011-05-10,2011-05-14,WM,4.0,2011,W,M
5,FAILURE TO APPEAR,200,9120510,PAPD,223654,2011-05-10,2011-05-14,WM,4.0,2011,W,M
6,FAILURE TO APPEAR,200,7073346,PAPD,223654,2011-05-10,2011-05-14,WM,4.0,2011,W,M
7,FAILURE TO APPEAR,200,5094970,PAPD,223654,2011-05-10,2011-05-14,WM,4.0,2011,W,M
8,FAILURE TO APPEAR,200,8120510,PAPD,223654,2011-05-10,2011-05-14,WM,4.0,2011,W,M
9,FAILURE TO APPEAR,200,0,PAPD,223654,2011-05-10,2011-05-14,WM,4.0,2011,W,M
10,FAILURE TO APPEAR,200,7094970,PAPD,223654,2011-05-10,2011-05-14,WM,4.0,2011,W,M
1,FAILURE TO APPEAR,0,9111551,PAPD,229090,2011-05-10,2011-05-13,WM,3.0,2011,W,M
2,FAILURE TO YIELD R.O.W.,0,111551,PAPD,229090,2011-05-10,2011-05-13,WM,3.0,2011,W,M
3,SPEEDING,0,549440,PAPD,229090,2011-05-10,2011-05-13,WM,3.0,2011,W,M
1,FAILURE TO APPEAR,200,503787,PAPD,233097,2011-05-10,2011-05-11,WM,1.0,2011,W,M
2,FAILURE TO APPEAR,200,503787,PAPD,233097,2011-05-10,2011-05-11,WM,1.0,2011,W,M
1,FAILURE TO APPEAR,200,638450,PAPD,252834,2011-05-10,2011-05-13,BM,3.0,2011,B,M
1,FAILURE TO APPEAR,200,109956,PAPD,272522,2011-05-10,2011-05-10,WM,0.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,302433,2011-05-10,2011-05-12,WM,2.0,2011,W,M
1,CITY ORDINANCE,0,105832,PAPD,114684,2011-05-11,2011-05-13,BF,2.0,2011,B,F
1,FAILURE TO APPEAR,200,553654,PAPD,212378,2011-05-11,2011-05-12,BM,1.0,2011,B,M
2,FAILURE TO APPEAR,200,553654,PAPD,212378,2011-05-11,2011-05-12,BM,1.0,2011,B,M
1,FAILURE TO MNTN FINAN RESP,0,65598,PAPD,217847,2011-05-11,2011-05-11,WF,0.0,2011,W,F
1,FAILURE TO APPEAR,200,561061,PAPD,226059,2011-05-11,2011-05-11,BM,0.0,2011,B,M
2,FAILURE TO APPEAR,200,581319,PAPD,226059,2011-05-11,2011-05-11,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,647105,PAPD,233297,2011-05-11,2011-05-23,BM,12.0,2011,B,M
2,FAILURE TO APPEAR,0,8116649,PAPD,233297,2011-05-11,2011-05-23,BM,12.0,2011,B,M
3,DISORDERLY CONDUCT,0,116649,PAPD,233297,2011-05-11,2011-05-23,BM,12.0,2011,B,M
4,DRIVING-NO DRIVERS LICENSE,0,116719,PAPD,233297,2011-05-11,2011-05-23,BM,12.0,2011,B,M
5,TRAF OFF-NO CHILD RESTRAINT,0,116716,PAPD,233297,2011-05-11,2011-05-23,BM,12.0,2011,B,M
6,NO LIABILITY INSURANCE,0,116716,PAPD,233297,2011-05-11,2011-05-23,BM,12.0,2011,B,M
1,FAILURE TO APPEAR,200,638580,PAPD,233947,2011-05-11,2011-05-11,WF,0.0,2011,W,F
1,FAILURE TO APPEAR,200,564004,PAPD,246994,2011-05-11,2011-05-15,WF,4.0,2011,W,F
1,DRIVING-NO MVI STICKER,0,153091,PAPD,247595,2011-05-11,2011-05-17,BF,6.0,2011,B,F
2,TRAF OFF-MOVING-NO SEATBELT,0,153091,PAPD,247595,2011-05-11,2011-05-17,BF,6.0,2011,B,F
3,SPEEDING,0,643025,PAPD,247595,2011-05-11,2011-05-17,BF,6.0,2011,B,F
1,FAILURE TO MNTN FINAN RESP,0,643903,PAPD,250564,2011-05-11,2011-05-18,BF,7.0,2011,B,F
2,SPEEDING,0,643903,PAPD,250564,2011-05-11,2011-05-18,BF,7.0,2011,B,F
3,DRIVING-WHILE LIC INVALID,0,643903,PAPD,250564,2011-05-11,2011-05-18,BF,7.0,2011,B,F
1,CITY ORDINANCE,200,0,PAPD,300352,2011-05-11,2011-05-15,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,200,837018,PAPD,302436,2011-05-11,2011-05-11,WM,0.0,2011,W,M
1,CITY ORDINANCE,200,0,PAPD,302437,2011-05-11,2011-05-11,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,636813,PAPD,302445,2011-05-11,2011-05-11,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,643845,PAPD,302451,2011-05-11,2011-05-11,WM,0.0,2011,W,M
1,CITY ORDINANCE,200,0,PAPD,89296,2011-05-12,2011-05-13,WM,1.0,2011,W,M
1,CITY ORDINANCE,200,0,PAPD,99517,2011-05-12,2011-05-16,WM,4.0,2011,W,M
1,CITY ORDINANCE,200,0,PAPD,123128,2011-05-12,2011-05-17,WM,5.0,2011,W,M
1,FAILURE TO APPEAR,200,156949,PAPD,126916,2011-05-12,2011-05-16,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,38766,PAPD,126916,2011-05-12,2011-05-16,BM,4.0,2011,B,M
1,DRIVING-WHILE LIC INVALID,0,558191,PAPD,140554,2011-05-12,2011-05-15,BM,3.0,2011,B,M
2,DRIVING-WHILE LIC INVALID,0,508805,PAPD,140554,2011-05-12,2011-05-15,BM,3.0,2011,B,M
1,FAILURE TO MNTN FINAN RESP,0,506137,PAPD,186358,2011-05-12,2011-05-18,BF,6.0,2011,B,F
2,TRAFFIC OFFENSE,0,506137,PAPD,186358,2011-05-12,2011-05-18,BF,6.0,2011,B,F
1,FAILURE TO APPEAR,200,9119017,PAPD,203997,2011-05-12,2011-05-16,WM,4.0,2011,W,M
2,FAILURE TO APPEAR,200,8119017,PAPD,203997,2011-05-12,2011-05-16,WM,4.0,2011,W,M
3,FAILURE TO APPEAR,200,8119017,PAPD,203997,2011-05-12,2011-05-16,WM,4.0,2011,W,M
4,FAILURE TO APPEAR,200,8119017,PAPD,203997,2011-05-12,2011-05-16,WM,4.0,2011,W,M
5,FAILURE TO APPEAR,200,8119017,PAPD,203997,2011-05-12,2011-05-16,WM,4.0,2011,W,M
6,CITY ORDINANCE,200,0,PAPD,203997,2011-05-12,2011-05-16,WM,4.0,2011,W,M
1,FAILURE TO APPEAR,200,159864,PAPD,228601,2011-05-12,2011-05-16,WM,4.0,2011,W,M
2,FAILURE TO APPEAR,200,159864,PAPD,228601,2011-05-12,2011-05-16,WM,4.0,2011,W,M
3,FAILURE TO APPEAR,200,779991,PAPD,228601,2011-05-12,2011-05-16,WM,4.0,2011,W,M
4,FAILURE TO APPEAR,200,567575,PAPD,228601,2011-05-12,2011-05-16,WM,4.0,2011,W,M
5,FAILURE TO APPEAR,200,503786,PAPD,228601,2011-05-12,2011-05-16,WM,4.0,2011,W,M
6,FAILURE TO APPEAR,200,779991,PAPD,228601,2011-05-12,2011-05-16,WM,4.0,2011,W,M
7,FAILURE TO APPEAR,200,567575,PAPD,228601,2011-05-12,2011-05-16,WM,4.0,2011,W,M
8,FAILURE TO APPEAR,200,567575,PAPD,228601,2011-05-12,2011-05-16,WM,4.0,2011,W,M
9,FAILURE TO APPEAR,200,0,PAPD,228601,2011-05-12,2011-05-16,WM,4.0,2011,W,M
10,FAILURE TO APPEAR,200,503786,PAPD,228601,2011-05-12,2011-05-16,WM,4.0,2011,W,M
1,DISORDERLY CONDUCT,200,0,PAPD,296179,2011-05-12,2011-05-12,BF,0.0,2011,B,F
1,PUBLIC INTOXICATION,200,0,PAPD,297540,2011-05-12,2011-05-12,WM,0.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,302457,2011-05-12,2011-05-12,WM,0.0,2011,W,M
1,SPEEDING,0,574187,PAPD,302465,2011-05-12,2011-05-12,BM,0.0,2011,B,M
2,TRAF OFF-MOVING-NO SEATBELT,0,563250,PAPD,302465,2011-05-12,2011-05-12,BM,0.0,2011,B,M
1,SPEEDING,0,552807,PAPD,16264,2011-05-13,2011-05-13,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,505968,PAPD,31196,2011-05-13,2011-05-17,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,9115159,PAPD,31196,2011-05-13,2011-05-17,BM,4.0,2011,B,M
3,FAILURE TO APPEAR,200,9115159,PAPD,31196,2011-05-13,2011-05-17,BM,4.0,2011,B,M
4,FAILURE TO APPEAR,200,9121556,PAPD,31196,2011-05-13,2011-05-17,BM,4.0,2011,B,M
5,FAILURE TO APPEAR,200,9121556,PAPD,31196,2011-05-13,2011-05-17,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,200,7747390,PAPD,33573,2011-05-13,2011-05-17,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,2775901,PAPD,33573,2011-05-13,2011-05-17,BM,4.0,2011,B,M
3,FAILURE TO APPEAR,200,2887490,PAPD,33573,2011-05-13,2011-05-17,BM,4.0,2011,B,M
4,FAILURE TO APPEAR,200,2887490,PAPD,33573,2011-05-13,2011-05-17,BM,4.0,2011,B,M
5,FAILURE TO APPEAR,200,2887490,PAPD,33573,2011-05-13,2011-05-17,BM,4.0,2011,B,M
6,FAILURE TO APPEAR,200,2887490,PAPD,33573,2011-05-13,2011-05-17,BM,4.0,2011,B,M
7,FAILURE TO APPEAR,200,2887490,PAPD,33573,2011-05-13,2011-05-17,BM,4.0,2011,B,M
8,FAILURE TO APPEAR,200,7747390,PAPD,33573,2011-05-13,2011-05-17,BM,4.0,2011,B,M
9,FAILURE TO APPEAR,200,0,PAPD,33573,2011-05-13,2011-05-17,BM,4.0,2011,B,M
10,FAILURE TO APPEAR,200,2887490,PAPD,33573,2011-05-13,2011-05-17,BM,4.0,2011,B,M
1,DISORDERLY CONDUCT,200,0,PAPD,229467,2011-05-13,2011-05-14,WM,1.0,2011,W,M
1,DRIVING-NO DRIVERS LICENSE,0,126621,PAPD,251987,2011-05-13,2011-05-25,BM,12.0,2011,B,M
2,FAILURE TO MNTN FINAN RESP,0,126621,PAPD,251987,2011-05-13,2011-05-25,BM,12.0,2011,B,M
3,FAILURE TO APPEAR,0,9130707,PAPD,251987,2011-05-13,2011-05-25,BM,12.0,2011,B,M
4,FAILURE TO APPEAR,0,9130707,PAPD,251987,2011-05-13,2011-05-25,BM,12.0,2011,B,M
5,DRIVING-NO DRIVERS LICENSE,0,130707,PAPD,251987,2011-05-13,2011-05-25,BM,12.0,2011,B,M
6,STOP LIGHT- RUNNING,0,130707,PAPD,251987,2011-05-13,2011-05-25,BM,12.0,2011,B,M
7,DRIVING-NO DRIVERS LICENSE,0,145791,PAPD,251987,2011-05-13,2011-05-25,BM,12.0,2011,B,M
8,FAILURE TO MNTN FINAN RESP,0,145791,PAPD,251987,2011-05-13,2011-05-25,BM,12.0,2011,B,M
1,ALCOHOL-OPEN CONTAINER-VEH,0,146295,PAPD,253277,2011-05-13,2011-05-13,WM,0.0,2011,W,M
2,FAILURE TO APPEAR,0,8139520,PAPD,253277,2011-05-13,2011-05-13,WM,0.0,2011,W,M
3,FAILURE TO APPEAR,0,8146295,PAPD,253277,2011-05-13,2011-05-13,WM,0.0,2011,W,M
1,DISORDERLY CONDUCT,200,0,PAPD,260964,2011-05-13,2011-05-14,BM,1.0,2011,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,302481,2011-05-13,2011-05-13,WM,0.0,2011,W,M
1,CITY ORDINANCE,200,0,PAPD,32295,2011-05-14,2011-05-18,BM,4.0,2011,B,M
1,DRIVING-WHILE LIC INVALID,0,159242,PAPD,103937,2011-05-14,2011-05-24,BM,10.0,2011,B,M
2,DRIVING-EXPIRED LIC. PLATE,0,159242,PAPD,103937,2011-05-14,2011-05-24,BM,10.0,2011,B,M
3,DRIVING-WHILE LIC INVALID,0,155114,PAPD,103937,2011-05-14,2011-05-24,BM,10.0,2011,B,M
4,STOP SIGN- RUNNING,0,155114,PAPD,103937,2011-05-14,2011-05-24,BM,10.0,2011,B,M
1,CITY ORDINANCE,200,0,PAPD,143868,2011-05-14,2011-05-18,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,0,9119452,PAPD,170655,2011-05-14,2011-05-24,BM,10.0,2011,B,M
2,NO LIABILITY INSURANCE,0,119452,PAPD,170655,2011-05-14,2011-05-24,BM,10.0,2011,B,M
3,NO LIABILITY INSURANCE,0,554242,PAPD,170655,2011-05-14,2011-05-24,BM,10.0,2011,B,M
4,DRIVING-EXPIRED LIC. PLATE,0,554242,PAPD,170655,2011-05-14,2011-05-24,BM,10.0,2011,B,M
5,TRAF OFF-MOVING-NO SEATBELT,0,554242,PAPD,170655,2011-05-14,2011-05-24,BM,10.0,2011,B,M
6,DRIVING-WHILE LIC INVALID,0,554242,PAPD,170655,2011-05-14,2011-05-24,BM,10.0,2011,B,M
7,FAILURE TO APPEAR,200,502770,PAPD,170655,2011-05-14,2011-05-24,BM,10.0,2011,B,M
8,FAILURE TO APPEAR,200,9115243,PAPD,170655,2011-05-14,2011-05-24,BM,10.0,2011,B,M
1,FAILURE TO APPEAR,200,8117456,PAPD,221944,2011-05-14,2011-05-18,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,9117456,PAPD,221944,2011-05-14,2011-05-18,BM,4.0,2011,B,M
3,FAILURE TO APPEAR,200,7117456,PAPD,221944,2011-05-14,2011-05-18,BM,4.0,2011,B,M
4,FAILURE TO APPEAR,200,7117456,PAPD,221944,2011-05-14,2011-05-18,BM,4.0,2011,B,M
5,FAILURE TO APPEAR,200,9129606,PAPD,221944,2011-05-14,2011-05-18,BM,4.0,2011,B,M
6,FAILURE TO APPEAR,200,9129606,PAPD,221944,2011-05-14,2011-05-18,BM,4.0,2011,B,M
1,FAILURE TO MNTN FINAN RESP,0,563243,PAPD,246495,2011-05-14,2011-05-19,BM,5.0,2011,B,M
2,STOP SIGN- RUNNING,0,509782,PAPD,246495,2011-05-14,2011-05-19,BM,5.0,2011,B,M
1,NO LIABILITY INSURANCE,0,140660,PAPD,271776,2011-05-14,2011-05-18,BF,4.0,2011,B,F
2,FAILURE TO APPEAR,200,9142995,PAPD,271776,2011-05-14,2011-05-18,BF,4.0,2011,B,F
1,DISORDERLY CONDUCT,200,0,PAPD,302508,2011-05-14,2011-05-14,WM,0.0,2011,W,M
1,NO LIABILITY INSURANCE,200,0,PAPD,302509,2011-05-14,2011-05-14,BM,0.0,2011,B,M
1,CITY ORDINANCE,0,505806,PAPD,302511,2011-05-14,2011-05-24,BM,10.0,2011,B,M
2,FAILURE TO MNTN FINAN RESP,0,505806,PAPD,302511,2011-05-14,2011-05-24,BM,10.0,2011,B,M
3,DRIVING-EXPIRED LIC. PLATE,0,505806,PAPD,302511,2011-05-14,2011-05-24,BM,10.0,2011,B,M
4,SPEEDING,0,523542,PAPD,302511,2011-05-14,2011-05-24,BM,10.0,2011,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,85821,2011-05-15,2011-05-15,BM,0.0,2011,B,M
2,DISORDERLY CONDUCT,200,0,PAPD,85821,2011-05-15,2011-05-15,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,25665,PAPD,218374,2011-05-15,2011-05-20,BF,5.0,2011,B,F
2,FAILURE TO APPEAR,200,18117,PAPD,218374,2011-05-15,2011-05-20,BF,5.0,2011,B,F
3,FAILURE TO APPEAR,200,18117,PAPD,218374,2011-05-15,2011-05-20,BF,5.0,2011,B,F
4,FAILURE TO APPEAR,200,19476,PAPD,218374,2011-05-15,2011-05-20,BF,5.0,2011,B,F
5,FAILURE TO APPEAR,200,159515,PAPD,218374,2011-05-15,2011-05-20,BF,5.0,2011,B,F
6,FAILURE TO APPEAR,200,159515,PAPD,218374,2011-05-15,2011-05-20,BF,5.0,2011,B,F
7,FAILURE TO APPEAR,200,159515,PAPD,218374,2011-05-15,2011-05-20,BF,5.0,2011,B,F
8,FAILURE TO APPEAR,200,19476,PAPD,218374,2011-05-15,2011-05-20,BF,5.0,2011,B,F
1,FAILURE TO APPEAR,200,0,PAPD,268742,2011-05-15,2011-05-20,WM,5.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,269922,2011-05-15,2011-05-20,BM,5.0,2011,B,M
1,FAILURE TO IDENTIFY,200,0,PAPD,302527,2011-05-15,2011-05-18,WM,3.0,2011,W,M
2,DISORDERLY CONDUCT,200,0,PAPD,302527,2011-05-15,2011-05-18,WM,3.0,2011,W,M
3,PUBLIC INTOXICATION,200,0,PAPD,302527,2011-05-15,2011-05-18,WM,3.0,2011,W,M
1,FAILURE TO APPEAR,200,9137852,PAPD,192338,2011-05-16,2011-05-16,BM,0.0,2011,B,M
1,CITY ORDINANCE,200,0,PAPD,223261,2011-05-16,2011-05-20,WF,4.0,2011,W,F
1,FAILURE TO APPEAR,200,599349,PAPD,282199,2011-05-16,2011-05-20,WM,4.0,2011,W,M
1,FAILURE TO APPEAR,200,127097,PAPD,302531,2011-05-16,2011-05-16,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,9099031,PAPD,302536,2011-05-16,2011-05-20,WF,4.0,2011,W,F
1,FAILURE TO APPEAR,200,504242,PAPD,136614,2011-05-17,2011-05-21,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,598385,PAPD,136614,2011-05-17,2011-05-21,BM,4.0,2011,B,M
3,FAILURE TO APPEAR,200,598385,PAPD,136614,2011-05-17,2011-05-21,BM,4.0,2011,B,M
4,FAILURE TO APPEAR,200,598385,PAPD,136614,2011-05-17,2011-05-21,BM,4.0,2011,B,M
5,FAILURE TO APPEAR,200,598385,PAPD,136614,2011-05-17,2011-05-21,BM,4.0,2011,B,M
